part_number, part_name, qty, threshold_qty, dependencies, verified_date, alt_part_nums, search_parms
60645K321, "Ball Joint Rod End, 1/4""-28 Thread, Right Hand", 0, 0, None, None, None, 60645K321 "Ball Joint Rod End, 1/4""-28 Thread, Right Hand" 
90295A320, Nylon Washers, 0, 0, None, None, None, 90295A320 Nylon Washers 
91251A077, "Black-Oxide Alloy Steel Socket Head Screw, 2-56 Thread Size, 1/4"" Long", 0, 0, None, None, None, 91251A077 "Black-Oxide Alloy Steel Socket Head Screw, 2-56 Thread Size, 1/4"" Long" 
912841A003, , 0, 0, None, None, None, 912841A003  
93330A613, "Female Threaded Round Standoff, 0, 0, None, None, None, 93330A613 "Female Threaded Round Standoff 
Aluminum,  3/8"" OD, 3/4"" Long, 10-32 Thread Size", 0, 0, None, None, None, Aluminum  3/8"" OD, 3/4"" Long, 10-32 Thread Size" 
97345A251, "316 Stainless Steel Shoulder Screw 3/8"" Shoulder Diameter, 2"" Shoulder Length, 1/4""-20 Thread", 0, 0, None, None, None, 97345A251 "316 Stainless Steel Shoulder Screw 3/8"" Shoulder Diameter, 2"" Shoulder Length, 1/4""-20 Thread" 
98381A556, "Dowel Pin 4037 Alloy Steel, 1/4"" Diameter, 1-1/8"" Long", 0, 0, None, None, None, 98381A556 "Dowel Pin 4037 Alloy Steel, 1/4"" Diameter, 1-1/8"" Long" 
90631A411, "Low-Strength Steel Nylon-Insert Locknut, Zinc-Plated, 10-32 Thread Size", 0, 0, None, None, None, 90631A411 "Low-Strength Steel Nylon-Insert Locknut, Zinc-Plated, 10-32 Thread Size" 
am-1250, "screws for hex hub for 6"" wheel", 0, 0, None, None, None, am-1250 "screws for hex hub for 6"" wheel" 
am-2469h, "half hub for 6"" wheel", 0, 0, None, None, None, am-2469h "half hub for 6"" wheel" 
am-4124, hex hub insert, 0, 0, None, None, None, am-4124 hex hub insert 
91841A003, , 0, 0, None, None, None, 91841A003  
PBN18200-1, "Brad nails to hold mecanum rollers on wheel, 0, 0, None, None, None, PBN18200-1 "Brad nails to hold mecanum rollers on wheel 
WCP-0047, wheel tires, 0, 0, None, None, None, WCP-0047 wheel tires 
FDPT.625*.75*24, "Carbon Fiber Roll Wrapped Twill Tube ~ 0.625"" ID x 24"", Gloss Finish", 0, 0, None, None, None, FDPT.625*.75*24 "Carbon Fiber Roll Wrapped Twill Tube ~ 0.625"" ID x 24"", Gloss Finish" 
FDPT.875*1.0*24, "Carbon Fiber Roll Wrapped Twill Tube ~ 0.875"" ID x 24"", Gloss Finish", 0, 0, None, None, None, FDPT.875*1.0*24 "Carbon Fiber Roll Wrapped Twill Tube ~ 0.875"" ID x 24"", Gloss Finish" 
FDPT1.125*1.25*24, "Carbon Fiber Roll Wrapped Twill Tube ~ 1.125"" ID x 24"", Gloss Finish", 0, 0, None, None, None, FDPT1.125*1.25*24 "Carbon Fiber Roll Wrapped Twill Tube ~ 1.125"" ID x 24"", Gloss Finish" 
FDPT1.375*1.5*24, "Carbon Fiber Roll Wrapped Twill Tube ~ 1.375"" ID x 24"", Gloss Finish", 0, 0, None, None, None, FDPT1.375*1.5*24 "Carbon Fiber Roll Wrapped Twill Tube ~ 1.375"" ID x 24"", Gloss Finish" 
B076PG87CK, Piscifun Onyx Braided Fishing Line 6lb-150lb Superline Abrasion Resistant Braided Lines Super Strong High Performance PE Fishing Lines, 0, 0, None, None, None, B076PG87CK Piscifun Onyx Braided Fishing Line 6lb-150lb Superline Abrasion Resistant Braided Lines Super Strong High Performance PE Fishing Lines 
COM-13185, Green LED, 0, 0, None, None, None, COM-13185 Green LED 
855PBB12ME522, Robot Signal Light, 0, 0, None, None, None, 855PBB12ME522 Robot Signal Light 
AM-0282, 120a Circuit Breaker, 0, 0, None, None, None, AM-0282 120a Circuit Breaker 
AM-2005, Pneumatic Compressor, 0, 0, None, None, None, AM-2005 Pneumatic Compressor 
