part_number, part_name, qty, threshold_qty, dependencies, verified_date, alt_part_nums, search_parms, notes
92949A837, "18-8 Stainless Steel Button Head Hex Drive Screw  1/4""-20 Thread Size  1-5/8"" Long", 0, 0, None, None, None, 92949A837 "18-8 Stainless Steel Button Head Hex Drive Screw  1/4""-20 Thread Size  1-5/8"" Long" , 
91831A009, 18-8 Stainless Steel Nylon-Insert Locknut  8-32 Thread Size, 94, 0, None, None, None, 91831A009 18-8 Stainless Steel Nylon-Insert Locknut  8-32 Thread Size , 
91251A079, "Black-Oxide Alloy Steel Socket Head Screw  2-56 Thread Size  3/8"" Long", 0, 0, None, None, None, 91251A079 "Black-Oxide Alloy Steel Socket Head Screw  2-56 Thread Size  3/8"" Long" , 
9271K677, "Torsion Spring  180 Degree Right-Hand Wound  0.556"" OD", 0, 0, None, None, None, 9271K677 "Torsion Spring  180 Degree Right-Hand Wound  0.556"" OD" , 
9271K612, "Torsion Spring  180 Degree Left-Hand Wound  0.556"" OD", 0, 0, None, None, None, 9271K612 "Torsion Spring  180 Degree Left-Hand Wound  0.556"" OD" , 
276-4858, VEX Bumper Switch, 0, 0, None, None, None, 276-4858 VEX Bumper Switch , 
217-2952, SMC SS5Y3-41-04-N7T 4 Station Base Mount, 0, 0, None, None, None, 217-2952 SMC SS5Y3-41-04-N7T 4 Station Base Mount , 
217-3636, PTO add-on kit. Power take off. WCP, 6, 0, None, None, None, 217-3636 PTO add-on kit. Power take off. WCP , 
217-3635, Output shaft  standard WCP, 3, 0, None, None, None, 217-3635 Output shaft  standard WCP , 
217-5881, 45T x 9mm Wide Timing Belt (GT2 3mm), 1, 0, None, None, None, 217-5881 45T x 9mm Wide Timing Belt (GT2 3mm) , 
1128930, Screw  machine pan philip 8-32 x 3  , 29, 0, None, None, None, 1128930 Screw  machine pan philip 8-32 x 3   , 
2621, Hex Lock nut w/ nylon insert. Size 8-32. Nylock, 56, 0, None, None, None, 2621 Hex Lock nut w/ nylon insert. Size 8-32. Nylock , 
1-THN-8C, Thin nylon insert nuts 8-32, 90, 0, None, None, None, 1-THN-8C Thin nylon insert nuts 8-32 , 
ee0zzm3, bearing. koyo. jtekt, 8, 0, None, None, None, ee0zzm3 bearing. koyo. jtekt , 
217-2592, "Versa hub. 1/2"" hex", 18, 0, None, None, None, 217-2592 "Versa hub. 1/2"" hex" , 
217-2584, "Wheel  omni. 4""", 1, 0, None, None, None, 217-2584 "Wheel  omni. 4""" , 
217-4046, "Wheel  colson. 2.5"" x 1.25"" x .5"" hex bore", 4, 0, None, None, None, 217-4046 "Wheel  colson. 2.5"" x 1.25"" x .5"" hex bore" , 
AM-3155, "wheel  2""  1/2"" hex black stealth  50 dur", 4, 0, None, None, None, AM-3155 "wheel  2""  1/2"" hex black stealth  50 dur" , 
AM-3949, "wheel  2.25"" compliant  1/2"" hex   orange 40 dur", 4, 0, None, None, None, AM-3949 "wheel  2.25"" compliant  1/2"" hex   orange 40 dur" , 
am-3951, "wheel  2""  1/2"" hex green omni", 7, 0, None, None, None, am-3951 "wheel  2""  1/2"" hex green omni" , 
am-3953, "wheel  2""  1/2"" hex gray omni", 3, 0, None, None, None, am-3953 "wheel  2""  1/2"" hex gray omni" , 
217-6439, chain  #25h roller 10ft, 11, 0, None, None, None, 217-6439 chain  #25h roller 10ft , 
CHN-0005, chain  #25h  half-link   5 pack, 10, 0, None, None, None, CHN-0005 chain  #25h  half-link   5 pack , 
217-6477, chain  #25h  master-link   5 pack, 3, 0, None, None, None, 217-6477 chain  #25h  master-link   5 pack , 
WCP-0200, "Friction Brake (3/8"" & 1/2"" Hex)", 12, 0, None, None, None, WCP-0200 "Friction Brake (3/8"" & 1/2"" Hex)" , 
63-620, End Mill - 0250x0.375x0.250x2.000 - 1, 3, 0, None, None, None, 63-620 End Mill - 0250x0.375x0.250x2.000 - 1 , 
63-614, End Mill - 0.187x0.375x0.250x2.000-1, 3, 0, None, None, None, 63-614 End Mill - 0.187x0.375x0.250x2.000-1 , 
63-604, End Mill - 0.125x0.250x0.125x1.500-1, 3, 0, None, None, None, 63-604 End Mill - 0.125x0.250x0.125x1.500-1 , 
63-625, End Mill - 0.375x0.750x0.375x3.000-1, 3, 0, None, None, None, 63-625 End Mill - 0.375x0.750x0.375x3.000-1 , 
X003MYLHKP, 1/2inch Shank 2inch Cutting Diameter  slab flattening Router Bit Planing Bit Wood Milling Cutter Planer Woodworking Tool, 1, 0, None, None, None, X003MYLHKP 1/2inch Shank 2inch Cutting Diameter  slab flattening Router Bit Planing Bit Wood Milling Cutter Planer Woodworking Tool , 
TC64708, 1/8 SE 2FL RAD-0.010 ZRN, 3, 0, None, None, None, TC64708 1/8 SE 2FL RAD-0.010 ZRN , 
TC62408, 3/8 SE 2FL STUB - ALUM RAD-0.0020 ZRN, 2, 0, None, None, None, TC62408 3/8 SE 2FL STUB - ALUM RAD-0.0020 ZRN , 
TC62400, 1/8 SE 2FL STUB -ALUM RD-0.010 ZRN, 5, 0, None, None, None, TC62400 1/8 SE 2FL STUB -ALUM RD-0.010 ZRN , 
TC64716, 1/4 SE 2FL RAD-0.020 ZRN, 1, 0, None, None, None, TC64716 1/4 SE 2FL RAD-0.020 ZRN , 
CRP-ARF-2-8ZN, "1/4in Ball End Mill 2 Flute DIA=1/4in FL=3/4 OAL=2-1/2"" SHK=1/4""", 1, 0, None, None, None, CRP-ARF-2-8ZN "1/4in Ball End Mill 2 Flute DIA=1/4in FL=3/4 OAL=2-1/2"" SHK=1/4""" , 
CRP-AG-2-8ZN, "1/4in Square End Mill 2 Flue DIA=1/4"" FL=3/4"" OAL=2-1/2"" SHK = 1/4""", 1, 0, None, None, None, CRP-AG-2-8ZN "1/4in Square End Mill 2 Flue DIA=1/4"" FL=3/4"" OAL=2-1/2"" SHK = 1/4""" , 
TC62410, 1/2 SE 2FL STUB - ALUM RAD-0.040ZRN, 2, 0, None, None, None, TC62410 1/2 SE 2FL STUB - ALUM RAD-0.040ZRN , 
49J744, Cylin 1-1/16in Bore 1in Stroke, 4, 0, None, None, None, 49J744 Cylin 1-1/16in Bore 1in Stroke , 
217-3573, "54T Aluminum Spur Gear (20 DP  1/2"" Hex Bore)", 0, 0, None, None, None, 217-3573 "54T Aluminum Spur Gear (20 DP  1/2"" Hex Bore)" , 
1691T142, "Impact-Resistant Compact Tie Rod Air Cylinder  Round Face  Double Acting  1-1/16"" Bore  1/4"" Stroke", 2, 0, None, None, None, 1691T142 "Impact-Resistant Compact Tie Rod Air Cylinder  Round Face  Double Acting  1-1/16"" Bore  1/4"" Stroke" , 
217-4347, 775pro, 2, 0, None, None, None, 217-4347 775pro , 
217-6789, VersaPlanetary Coupler(Flacon Motor), 8, 0, None, None, None, 217-6789 VersaPlanetary Coupler(Flacon Motor) , 
214-6959,  , 9, 0, None, None, None, 214-6959   , 
52-040, 1/8 x 1/2 x 1/4 x 2 2Fl - LMT-ONSRUD, 3, 0, None, None, None, 52-040 1/8 x 1/2 x 1/4 x 2 2Fl - LMT-ONSRUD , 
52-080, RT-52-000 0.250 x 0.750 x 0.250 x 2.500 -2, 3, 0, None, None, None, 52-080 RT-52-000 0.250 x 0.750 x 0.250 x 2.500 -2 , 
52-120, RT-52-000 0.375 x 0.875 x 0.375 x 2.500 -2, 3, 0, None, None, None, 52-120 RT-52-000 0.375 x 0.875 x 0.375 x 2.500 -2 , 
REV-11-1850, REV Power Distrobution Hub, 2, 0, None, None, None, REV-11-1850 REV Power Distrobution Hub , 
REV-11-1863, REV 40A ATO Breaker, 24, 0, None, None, None, REV-11-1863 REV 40A ATO Breaker , 
REV-11-1862, REV 30A ATO Breaker, 16, 0, None, None, None, REV-11-1862 REV 30A ATO Breaker , 
REV-11-1861, REV 20A ATO Breaker, 8, 0, None, None, None, REV-11-1861 REV 20A ATO Breaker , 
REV-11-1860, REV 10A ATO Breaker, 4, 0, None, None, None, REV-11-1860 REV 10A ATO Breaker , 
REV-11-1852, REV Pneumatic Hub, 2, 0, None, None, None, REV-11-1852 REV Pneumatic Hub , 
am-2934, Reflective Tape Material 3M  2 in. wide x 20 ft.  adhesive backed, 4, 0, None, None, None, am-2934 Reflective Tape Material 3M  2 in. wide x 20 ft.  adhesive backed , 
am-2434, Ultrasonic proximity sensor  EZ  MB1013  MaxBotix, 4, 0, None, None, None, am-2434 Ultrasonic proximity sensor  EZ  MB1013  MaxBotix , 
